Topic,Title,Followers,Answers,Ratio,Engagement potential,Last action,Parsed time,Question link
PES-University-1,Where do I get the past papers of PESU ESA?,3,0,3/0,No,Followed,2020-12-27,https://www.quora.comhttps://www.quora.com/unanswered/Where-do-I-get-the-past-papers-of-PESU-ESA
PES-University-1,How about PES University and Great Lakes collaboration for an MTech in data science?,4,1,4/1,Yes,Followed,2020-06-02,https://www.quora.comhttps://www.quora.com/How-about-PES-University-and-Great-Lakes-collaboration-for-an-MTech-in-data-science
PES-University-1,What is the exact eligibility criteria for a B.Tech at PES University?,1,2,1/2,No,Followed,2020-12-19,https://www.quora.comhttps://www.quora.com/What-is-the-exact-eligibility-criteria-for-a-B-Tech-at-PES-University
PES-University-1,How was your first semester at PES University?,2,2,2/2,No,Followed,2020-12-22,https://www.quora.comhttps://www.quora.com/How-was-your-first-semester-at-PES-University
PES-University-1,What is your placement story with your salary and what was your GPA in PES University?,8,2,8/2,Yes,Followed,2020-04-16,https://www.quora.comhttps://www.quora.com/What-is-your-placement-story-with-your-salary-and-what-was-your-GPA-in-PES-University
PES-University-1,What companies visit the PES University campus placements and what CGPA do they demand for core students?,4,1,4/1,Yes,Followed,2019-12-13,https://www.quora.comhttps://www.quora.com/What-companies-visit-the-PES-University-campus-placements-and-what-CGPA-do-they-demand-for-core-students
PES-University-1,"What exactly is the eligibility for a B.Tech at PES University? Does the 60% minimum aggregate have to be in physics, chemistry, and maths only?",3,5,3/5,No,Followed,2020-03-19,https://www.quora.comhttps://www.quora.com/What-exactly-is-the-eligibility-for-a-B-Tech-at-PES-University-Does-the-60-minimum-aggregate-have-to-be-in-physics-chemistry-and-maths-only
PES-University-1,I completed my bachelor's in Electronics & Communication from PES University. Will I get selected for computer science courses in German universities?,2,0,2/0,No,Followed,2019-12-18,https://www.quora.comhttps://www.quora.com/unanswered/I-completed-my-bachelors-in-Electronics-Communication-from-PES-University-Will-I-get-selected-for-computer-science-courses-in-German-universities
PES-University-1,"Which college is better for CS, RV, PESU, MSRIT, or BMS?",1,3,1/3,No,Followed,2019-12-12,https://www.quora.comhttps://www.quora.com/Which-college-is-better-for-CS-RV-PESU-MSRIT-or-BMS
PES-University-1,Can I get admission in PESIT South Campus through the COMEDK 2020 or only through PESSAT?,0,4,0/4,No,Requested,2019-12-05,https://www.quora.comhttps://www.quora.com/Can-I-get-admission-in-PESIT-South-Campus-through-the-COMEDK-2020-or-only-through-PESSAT
PES-University-1,What is the cutoff of the PESIT South Campus for 2019?,1,1,1/1,No,Followed,2019-12-05,https://www.quora.comhttps://www.quora.com/What-is-the-cutoff-of-the-PESIT-South-Campus-for-2019
PES-University-1,What is the highest awarded grade in PESU?,1,0,1/0,No,Followed,2019-12-04,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-highest-awarded-grade-in-PESU
PES-University-1,"What was your rank in the PESSAT, and what books do I prefer for preparing?",1,0,1/0,No,Followed,2019-11-27,https://www.quora.comhttps://www.quora.com/unanswered/What-was-your-rank-in-the-PESSAT-and-what-books-do-I-prefer-for-preparing
PES-University-1,What books do you recommend for the PESSAT 2020 exam?,0,2,0/2,No,Requested,2019-11-26,https://www.quora.comhttps://www.quora.com/What-books-do-you-recommend-for-the-PESSAT-2020-exam
PES-University-1,Is the B.Tech biotechnology course at PES good?,1,0,1/0,No,Followed,2019-11-25,https://www.quora.comhttps://www.quora.com/Is-the-B-Tech-biotechnology-course-at-PES-good
PES-University-1,"Which companies are expected to come to PESU for Design this year? Why isn't anything being done about the current Dean, when many complaints have been brought up?",2,0,2/0,No,Followed,2019-11-23,https://www.quora.comhttps://www.quora.com/unanswered/Which-companies-are-expected-to-come-to-PESU-for-Design-this-year-Why-isnt-anything-being-done-about-the-current-Dean-when-many-complaints-have-been-brought-up
PES-University-1,Can students from other departments sit for CS placements like a product-based company in PES?,0,3,0/3,No,Requested,2019-11-17,https://www.quora.comhttps://www.quora.com/Can-students-from-other-departments-sit-for-CS-placements-like-a-product-based-company-in-PES
PES-University-1,"I'm studying B.Tech 2nd year mechanical branch at PES University, Bangalore. What are the requirements to get a good job in a good company?",3,1,3/1,No,Followed,2019-11-17,https://www.quora.comhttps://www.quora.com/Im-studying-B-Tech-2nd-year-mechanical-branch-at-PES-University-Bangalore-What-are-the-requirements-to-get-a-good-job-in-a-good-company
PES-University-1,Who are your PEs using for your PDH/CE credits?,1,0,1/0,No,Followed,2019-11-14,https://www.quora.comhttps://www.quora.com/unanswered/Who-are-your-PEs-using-for-your-PDH-CE-credits
PES-University-1,Can I drop a PESU B.Tech after the first semester or before?,0,1,0/1,No,Requested,2019-11-13,https://www.quora.comhttps://www.quora.com/Can-I-drop-a-PESU-B-Tech-after-the-first-semester-or-before
PES-University-1,"Has anybody been to a PES quiz? If so, what is some information?",2,0,2/0,No,Followed,2019-11-15,https://www.quora.comhttps://www.quora.com/unanswered/Has-anybody-been-to-a-PES-quiz-If-so-what-is-some-information
PES-University-1,"Which college is the best for a CS, PESU or BVB (KLETU)?",2,1,2/1,No,Followed,2019-11-11,https://www.quora.comhttps://www.quora.com/Which-college-is-the-best-for-a-CS-PESU-or-BVB-KLETU
PES-University-1,What is the PES University?,1,0,1/0,No,Followed,2019-11-08,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-PES-University
PES-University-1,"Which one should I choose between CSE/ISE BTech in PESIT Bangalore South Campus and SJCE considering that PESIT is VTU based, but it is in Bangalore, and SJCE is autonomous but it is in Mysore?",0,5,0/5,No,Requested,2018-05-29,https://www.quora.comhttps://www.quora.com/Which-one-should-I-choose-between-CSE-ISE-BTech-in-PESIT-Bangalore-South-Campus-and-SJCE-considering-that-PESIT-is-VTU-based-but-it-is-in-Bangalore-and-SJCE-is-autonomous-but-it-is-in-Mysore
PES-University-1,What German teams are in PES 2020?,1,0,1/0,No,Followed,2019-11-07,https://www.quora.comhttps://www.quora.com/unanswered/What-German-teams-are-in-PES-2020
PES-University-1,How will the question paper pattern be in PESU Bangalore?,1,1,1/1,No,Followed,2019-11-07,https://www.quora.comhttps://www.quora.com/How-will-the-question-paper-pattern-be-in-PESU-Bangalore
PES-University-1,"In PESSAT, what is the fee per year?",2,2,2/2,No,Followed,2019-11-06,https://www.quora.comhttps://www.quora.com/In-PESSAT-what-is-the-fee-per-year
PES-University-1,"Which one is better, RVCE EEE or PESU ECE?",3,2,3/2,No,Followed,2018-06-30,https://www.quora.comhttps://www.quora.com/Which-one-is-better-RVCE-EEE-or-PESU-ECE
PES-University-1,Can I join PES University Bangalore by 70 percent?,2,2,2/2,No,Followed,2019-11-07,https://www.quora.comhttps://www.quora.com/Can-I-join-PES-University-Bangalore-by-70-percent
PES-University-1,Who is the head of examination at PES University?,2,1,2/1,No,Followed,2019-11-02,https://www.quora.comhttps://www.quora.com/Who-is-the-head-of-examination-at-PES-University
PES-University-1,Why is PES 2020 under maintenance so often?,1,1,1/1,No,Followed,2019-10-31,https://www.quora.comhttps://www.quora.com/Why-is-PES-2020-under-maintenance-so-often
PES-University-1,Why has the ranking of PES University dropped in comparison to other colleges like RV and BMS in the recent rankings?,1,0,1/0,No,Requested,2019-10-31,https://www.quora.comhttps://www.quora.com/unanswered/Why-has-the-ranking-of-PES-University-dropped-in-comparison-to-other-colleges-like-RV-and-BMS-in-the-recent-rankings
PES-University-1,Will my application form be rejected if I have uploaded my image in horizontal form instead of applying vertically in PES and Manipal University?,2,0,2/0,No,Followed,2019-10-29,https://www.quora.comhttps://www.quora.com/unanswered/Will-my-application-form-be-rejected-if-I-have-uploaded-my-image-in-horizontal-form-instead-of-applying-vertically-in-PES-and-Manipal-University
PES-University-1,What if the photo I have applied in a horizontal form is accepted in the PES and Manipal application form?,1,2,1/2,No,Followed,2019-10-29,https://www.quora.comhttps://www.quora.com/What-if-the-photo-I-have-applied-in-a-horizontal-form-is-accepted-in-the-PES-and-Manipal-application-form
PES-University-1,"What are the expenses of joining an internship in Google, Singapore for my daughter after her 4th semester in CSE from PES University?",2,2,2/2,No,Followed,2019-10-29,https://www.quora.comhttps://www.quora.com/What-are-the-expenses-of-joining-an-internship-in-Google-Singapore-for-my-daughter-after-her-4th-semester-in-CSE-from-PES-University
PES-University-1,"Which of the following B.Tech college is better (highest placement wise), RV College, B.M.S. College, M.S. Ramaiah or PESIT?",3,5,3/5,No,Followed,2019-10-29,https://www.quora.comhttps://www.quora.com/Which-of-the-following-B-Tech-college-is-better-highest-placement-wise-RV-College-B-M-S-College-M-S-Ramaiah-or-PESIT
PES-University-1,Has the standard of PESIT been reduced because of the PESSAT exam?,2,3,2/3,No,Followed,2019-10-28,https://www.quora.comhttps://www.quora.com/Has-the-standard-of-PESIT-been-reduced-because-of-the-PESSAT-exam
PES-University-1,Do diploma students get placed in the PESU placement process?,1,1,1/1,No,Followed,2019-10-23,https://www.quora.comhttps://www.quora.com/Do-diploma-students-get-placed-in-the-PESU-placement-process
PES-University-1,What are the coding rounds and interview questions asked by Atlassian when it visited BMSCE college?,3,0,3/0,No,Followed,2019-10-24,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-coding-rounds-and-interview-questions-asked-by-Atlassian-when-it-visited-BMSCE-college
PES-University-1,"What do you think about the latest update of PES Club Manager, and how will it affect Konami as a company?",2,0,2/0,No,Followed,2019-10-15,https://www.quora.comhttps://www.quora.com/unanswered/What-do-you-think-about-the-latest-update-of-PES-Club-Manager-and-how-will-it-affect-Konami-as-a-company
PES-University-1,"How can I choose PES University, Bangalore without a donation?",2,1,2/1,No,Followed,2019-10-14,https://www.quora.comhttps://www.quora.com/How-can-I-choose-PES-University-Bangalore-without-a-donation
PES-University-1,Why does PES University try and compensate for national holidays like Independence Day and Gandhi Jayanti? Do they not know how to plan the semester?,3,1,3/1,No,Followed,2019-10-14,https://www.quora.comhttps://www.quora.com/Why-does-PES-University-try-and-compensate-for-national-holidays-like-Independence-Day-and-Gandhi-Jayanti-Do-they-not-know-how-to-plan-the-semester
PES-University-1,Why is there a Gandhi statue at PES University?,1,0,1/0,No,Requested,2019-10-14,https://www.quora.comhttps://www.quora.com/unanswered/Why-is-there-a-Gandhi-statue-at-PES-University
PES-University-1,How do I get admission for a BBA at PES Bangalore?,1,0,1/0,No,Followed,2019-10-13,https://www.quora.comhttps://www.quora.com/unanswered/How-do-I-get-admission-for-a-BBA-at-PES-Bangalore
PES-University-1,Can I change to an MBBS college from PES University?,1,1,1/1,No,Followed,2019-10-12,https://www.quora.comhttps://www.quora.com/Can-I-change-to-an-MBBS-college-from-PES-University
PES-University-1,Why isn't PES management responding to the hospital issue of PharmD students?,1,3,1/3,No,Requested,2019-10-12,https://www.quora.comhttps://www.quora.com/Why-isnt-PES-management-responding-to-the-hospital-issue-of-PharmD-students
PES-University-1,"What are the management quota fees at RVCEC, BMSCE, and PES University?",3,0,3/0,No,Followed,2019-10-15,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-management-quota-fees-at-RVCEC-BMSCE-and-PES-University
PES-University-1,"Is there a sports committee or anything similar in RVCE, BMS, MSRIT, PES, RNSIT, JSS etc? If so, how do we contact them in order to invite them for a tournament?",2,1,2/1,No,Followed,2019-10-08,https://www.quora.comhttps://www.quora.com/Is-there-a-sports-committee-or-anything-similar-in-RVCE-BMS-MSRIT-PES-RNSIT-JSS-etc-If-so-how-do-we-contact-them-in-order-to-invite-them-for-a-tournament
PES-University-1,What are the subjects which we will have in 2nd year and 3rd year electrical and electronics engineering at PES University?,1,1,1/1,No,Followed,2019-10-01,https://www.quora.comhttps://www.quora.com/What-are-the-subjects-which-we-will-have-in-2nd-year-and-3rd-year-electrical-and-electronics-engineering-at-PES-University
PES-University-1,What is the CGPA system at PES? How is it calculated? I am in the first year so I’m new to this system.,6,1,6/1,Yes,Followed,2019-09-30,https://www.quora.comhttps://www.quora.com/What-is-the-CGPA-system-at-PES-How-is-it-calculated-I-am-in-the-first-year-so-I-m-new-to-this-system
PES-University-1,How is MRD scholarship given in the 1st year at PES University? Is it given to the top 20% irrespective of branch or is it given to the top 20% of each branch?,1,2,1/2,No,Followed,2019-09-26,https://www.quora.comhttps://www.quora.com/How-is-MRD-scholarship-given-in-the-1st-year-at-PES-University-Is-it-given-to-the-top-20-irrespective-of-branch-or-is-it-given-to-the-top-20-of-each-branch
PES-University-1,What's the procedure to get an admission in PESAT College for an MBA?,0,0,0/0,No,Requested,2019-09-26,https://www.quora.comhttps://www.quora.com/unanswered/Whats-the-procedure-to-get-an-admission-in-PESAT-College-for-an-MBA
PES-University-1,What is an S grade equivalent to in terms of percentage at PES University? Is it above 85% or 90%?,2,1,2/1,No,Followed,2019-09-26,https://www.quora.comhttps://www.quora.com/What-is-an-S-grade-equivalent-to-in-terms-of-percentage-at-PES-University-Is-it-above-85-or-90
PES-University-1,How long does it take to find an online game in PES?,1,0,1/0,No,Followed,2019-09-26,https://www.quora.comhttps://www.quora.com/unanswered/How-long-does-it-take-to-find-an-online-game-in-PES
PES-University-1,What kind of questions do they ask in the PESSAT counselling?,0,3,0/3,No,Requested,2019-09-26,https://www.quora.comhttps://www.quora.com/What-kind-of-questions-do-they-ask-in-the-PESSAT-counselling
PES-University-1,What is the maximum package given at the PESET campus selection in Bangalore?,2,0,2/0,No,Followed,2019-09-25,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-maximum-package-given-at-the-PESET-campus-selection-in-Bangalore
PES-University-1,What is the range of marks required out of a hundred to get an A grade in a particular subject at PES University?,2,1,2/1,No,Followed,2019-09-23,https://www.quora.comhttps://www.quora.com/What-is-the-range-of-marks-required-out-of-a-hundred-to-get-an-A-grade-in-a-particular-subject-at-PES-University
PES-University-1,How good did the placements go for the PESU civil branch in 2018?,1,0,1/0,No,Followed,2019-09-29,https://www.quora.comhttps://www.quora.com/unanswered/How-good-did-the-placements-go-for-the-PESU-civil-branch-in-2018
PES-University-1,What are the managers removed in PES 2020?,1,0,1/0,No,Followed,2019-09-22,https://www.quora.comhttps://www.quora.com/unanswered/What-are-the-managers-removed-in-PES-2020
PES-University-1,How is the placement of civil engineering in PESU?,2,1,2/1,No,Followed,2019-09-21,https://www.quora.comhttps://www.quora.com/How-is-the-placement-of-civil-engineering-in-PESU
PES-University-1,How hard is it to get a management quota at PES University for a B.Tech in CSE? Can I apply after the COMEDK results?,1,1,1/1,No,Followed,2019-09-20,https://www.quora.comhttps://www.quora.com/How-hard-is-it-to-get-a-management-quota-at-PES-University-for-a-B-Tech-in-CSE-Can-I-apply-after-the-COMEDK-results
PES-University-1,What is the average package of an ECE at PES University in the Electronics City campus in 2018?,1,0,1/0,No,Followed,2019-09-18,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-average-package-of-an-ECE-at-PES-University-in-the-Electronics-City-campus-in-2018
PES-University-1,Does PES Degree College in Mandya give gold medals for toppers?,2,0,2/0,No,Followed,2019-09-16,https://www.quora.comhttps://www.quora.com/unanswered/Does-PES-Degree-College-in-Mandya-give-gold-medals-for-toppers
PES-University-1,How common is Pes Cavus?,1,0,1/0,No,Followed,2019-09-13,https://www.quora.comhttps://www.quora.com/unanswered/How-common-is-Pes-Cavus
PES-University-1,Can I leave PESIT after 1 semester? I got my admission through the KCET.,3,1,3/1,No,Followed,2019-09-15,https://www.quora.comhttps://www.quora.com/Can-I-leave-PESIT-after-1-semester-I-got-my-admission-through-the-KCET
PES-University-1,How's PESU for an MTech?,2,0,2/0,No,Followed,2019-09-12,https://www.quora.comhttps://www.quora.com/unanswered/Hows-PESU-for-an-MTech
PES-University-1,How will be the seminars assignments and projects in an MBA at PES University Bangalore? Can a government college student who studied up to a B.Com degree without performing the seminars and projects get success at PES University Bangalore?,0,1,0/1,No,Requested,2019-09-10,https://www.quora.comhttps://www.quora.com/How-will-be-the-seminars-assignments-and-projects-in-an-MBA-at-PES-University-Bangalore-Can-a-government-college-student-who-studied-up-to-a-B-Com-degree-without-performing-the-seminars-and-projects-get-success-at
PES-University-1,Why does PES have to license teams but no players?,2,0,2/0,No,Followed,2019-09-09,https://www.quora.comhttps://www.quora.com/unanswered/Why-does-PES-have-to-license-teams-but-no-players
PES-University-1,How's PESU for an M.Tech in VLSI in terms of placement?,1,2,1/2,No,Followed,2019-09-09,https://www.quora.comhttps://www.quora.com/Hows-PESU-for-an-M-Tech-in-VLSI-in-terms-of-placement
PES-University-1,How do I beat a friend who defends well in PES 2019 or 2020?,1,0,1/0,No,Followed,2019-09-09,https://www.quora.comhttps://www.quora.com/unanswered/How-do-I-beat-a-friend-who-defends-well-in-PES-2019-or-2020
PES-University-1,What are the class timings of an MBA at PES University?,1,2,1/2,No,Followed,2019-09-08,https://www.quora.comhttps://www.quora.com/What-are-the-class-timings-of-an-MBA-at-PES-University
PES-University-1,How is the core placement after a B.Tech for the ECE branch in PES? What are the statistics?,2,2,2/2,No,Followed,2019-09-09,https://www.quora.comhttps://www.quora.com/How-is-the-core-placement-after-a-B-Tech-for-the-ECE-branch-in-PES-What-are-the-statistics
PES-University-1,Does PES University have makeup exams for MBA students?,1,0,1/0,No,Followed,2019-09-06,https://www.quora.comhttps://www.quora.com/unanswered/Does-PES-University-have-makeup-exams-for-MBA-students
PES-University-1,"How will the seminars, assignments and projects be for a 1st year MBA in PES University PES College Bangalore?",1,0,1/0,No,Followed,2019-09-11,https://www.quora.comhttps://www.quora.com/unanswered/How-will-the-seminars-assignments-and-projects-be-for-a-1st-year-MBA-in-PES-University-PES-College-Bangalore
PES-University-1,Is there any connection between PES Bangalore and VIT Vellore?,3,1,3/1,No,Followed,2019-09-05,https://www.quora.comhttps://www.quora.com/Is-there-any-connection-between-PES-Bangalore-and-VIT-Vellore
PES-University-1,"Through Karnataka PGCET, what do you suggest, an MBA from PES, RV college or an MTech? I'm a civil engineering graduate.",1,0,1/0,No,Requested,2019-09-04,https://www.quora.comhttps://www.quora.com/unanswered/Through-Karnataka-PGCET-what-do-you-suggest-an-MBA-from-PES-RV-college-or-an-MTech-Im-a-civil-engineering-graduate
PES-University-1,How is the placement in PES for an MCA? How good is the future for an MCA degree holder?,0,0,0/0,No,Requested,2019-09-04,https://www.quora.comhttps://www.quora.com/unanswered/How-is-the-placement-in-PES-for-an-MCA-How-good-is-the-future-for-an-MCA-degree-holder
PES-University-1,How is the placement in PES (formerly known as PESIT) for the MCA?,2,1,2/1,No,Followed,2019-09-06,https://www.quora.comhttps://www.quora.com/How-is-the-placement-in-PES-formerly-known-as-PESIT-for-the-MCA
PES-University-1,Do PES employees not reply when you reach out through a landline? Is it a common occurrence? Is there a sense of responsibility?,2,1,2/1,No,Followed,2019-09-04,https://www.quora.comhttps://www.quora.com/Do-PES-employees-not-reply-when-you-reach-out-through-a-landline-Is-it-a-common-occurrence-Is-there-a-sense-of-responsibility
PES-University-1,After PES University South campus has become autonomous can I say that I have equal opportunities as the main campus? Am I still into top 5 colleges of Bangalore?,5,2,5/2,No,Followed,2019-09-01,https://www.quora.comhttps://www.quora.com/After-PES-University-South-campus-has-become-autonomous-can-I-say-that-I-have-equal-opportunities-as-the-main-campus-Am-I-still-into-top-5-colleges-of-Bangalore
PES-University-1,What is a brief description of all the clubs in PES University?,2,0,2/0,No,Followed,2019-09-03,https://www.quora.comhttps://www.quora.com/unanswered/What-is-a-brief-description-of-all-the-clubs-in-PES-University
PES-University-1,What is the Pes Cavus?,1,0,1/0,No,Followed,2019-08-31,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-Pes-Cavus
PES-University-1,"How is the ECE department placement in RVCE, BMSCE, PES, and MSRIT?",5,2,5/2,No,Followed,2019-08-30,https://www.quora.comhttps://www.quora.com/How-is-the-ECE-department-placement-in-RVCE-BMSCE-PES-and-MSRIT
PES-University-1,How much does it cost to study engineering at PESIT?,1,0,1/0,No,Followed,2019-08-29,https://www.quora.comhttps://www.quora.com/unanswered/How-much-does-it-cost-to-study-engineering-at-PESIT
PES-University-1,"Which is better, MSRIT ISE or PES University CS?",2,0,2/0,No,Followed,2019-08-27,https://www.quora.comhttps://www.quora.com/unanswered/Which-is-better-MSRIT-ISE-or-PES-University-CS
PES-University-1,Is there any art club at PES University?,1,1,1/1,No,Followed,2019-08-26,https://www.quora.comhttps://www.quora.com/Is-there-any-art-club-at-PES-University
PES-University-1,Is taking a minor at PES University helpful for placements or further education?,6,1,6/1,Yes,Followed,2019-08-25,https://www.quora.comhttps://www.quora.com/Is-taking-a-minor-at-PES-University-helpful-for-placements-or-further-education
PES-University-1,How is PES University’s Electronic City campus?,2,1,2/1,No,Followed,2019-08-25,https://www.quora.comhttps://www.quora.com/How-is-PES-University-s-Electronic-City-campus
PES-University-1,Can you give me a detailed explanation of how to score a CGPA above 9.75 in CSE at PES University? I am in the 3rd semester.,4,0,4/0,Yes,Followed,2019-08-28,https://www.quora.comhttps://www.quora.com/unanswered/Can-you-give-me-a-detailed-explanation-of-how-to-score-a-CGPA-above-9-75-in-CSE-at-PES-University-I-am-in-the-3rd-semester
PES-University-1,Are there single rooms for the girls’ hostel in the PES Banashankari campus?,2,0,2/0,No,Followed,2020-05-03,https://www.quora.comhttps://www.quora.com/unanswered/Are-there-single-rooms-for-the-girls-hostel-in-the-PES-Banashankari-campus
PES-University-1,How is PES 11th and 12th?,3,0,3/0,No,Followed,2019-08-22,https://www.quora.comhttps://www.quora.com/unanswered/How-is-PES-11th-and-12th
PES-University-1,What is an extended working day at PESU?,3,2,3/2,No,Followed,2019-08-21,https://www.quora.comhttps://www.quora.com/What-is-an-extended-working-day-at-PESU
PES-University-1,Is there a dussera vacation in PES University?,2,0,2/0,No,Followed,2019-08-21,https://www.quora.comhttps://www.quora.com/Is-there-a-dussera-vacation-in-PES-University
PES-University-1,How is computer science engineering in the PES Electronic City campus?,5,1,5/1,Yes,Followed,2019-08-16,https://www.quora.comhttps://www.quora.com/How-is-computer-science-engineering-in-the-PES-Electronic-City-campus
PES-University-1,What is the ISA result verification week at PES University?,4,1,4/1,Yes,Followed,2019-08-21,https://www.quora.comhttps://www.quora.com/What-is-the-ISA-result-verification-week-at-PES-University
PES-University-1,How do you get into KTH Royal Institute for a master’s? What did you study at PESIT and KTH?,0,1,0/1,No,Requested,2019-08-14,https://www.quora.comhttps://www.quora.com/How-do-you-get-into-KTH-Royal-Institute-for-a-master-s-What-did-you-study-at-PESIT-and-KTH
PES-University-1,How good is civil engineering in PESU?,0,0,0/0,No,Requested,2019-08-13,https://www.quora.comhttps://www.quora.com/unanswered/How-good-is-civil-engineering-in-PESU
PES-University-1,How are girls at PESU?,2,0,2/0,No,Followed,2019-08-14,https://www.quora.comhttps://www.quora.com/unanswered/How-are-girls-at-PESU
PES-University-1,I had wrong readings in labs in PES university . Will that affect my grades?,1,1,1/1,No,Followed,2019-08-13,https://www.quora.comhttps://www.quora.com/I-had-wrong-readings-in-labs-in-PES-university-Will-that-affect-my-grades
PES-University-1,Will I have to pay all 4 years' fees if I drop out of PES University in the 2nd year?,3,0,3/0,No,Followed,2019-08-14,https://www.quora.comhttps://www.quora.com/unanswered/Will-I-have-to-pay-all-4-years-fees-if-I-drop-out-of-PES-University-in-the-2nd-year
PES-University-1,What are the BMTC bus routes between Yeshwantpur Railway Station to PES University?,1,1,1/1,No,Followed,2019-08-12,https://www.quora.comhttps://www.quora.com/What-are-the-BMTC-bus-routes-between-Yeshwantpur-Railway-Station-to-PES-University
PES-University-1,Why do PES EC campus students have such a different timetable compared to RR campus students in the first year?,4,0,4/0,Yes,Followed,2019-08-14,https://www.quora.comhttps://www.quora.com/unanswered/Why-do-PES-EC-campus-students-have-such-a-different-timetable-compared-to-RR-campus-students-in-the-first-year
PES-University-1,Will the NIRF ranking of PESU be updated soon?,7,0,7/0,Yes,Followed,2020-04-14,https://www.quora.comhttps://www.quora.com/unanswered/Will-the-NIRF-ranking-of-PESU-be-updated-soon
PES-University-1,What happens in a zero credits course at PES University?,5,1,5/1,Yes,Followed,2019-08-13,https://www.quora.comhttps://www.quora.com/What-happens-in-a-zero-credits-course-at-PES-University
PES-University-1,When do the students get the username and password for accessing the hostel and college WiFi at PES University?,3,0,3/0,No,Followed,2019-08-11,https://www.quora.comhttps://www.quora.com/unanswered/When-do-the-students-get-the-username-and-password-for-accessing-the-hostel-and-college-WiFi-at-PES-University
PES-University-1,What are the best budget single-room PGs near PES South Campus?,0,1,0/1,No,Requested,2019-08-10,https://www.quora.comhttps://www.quora.com/What-are-the-best-budget-single-room-PGs-near-PES-South-Campus
PES-University-1,What happens in the Kannada course at PES University?,3,0,3/0,No,Requested,2019-08-09,https://www.quora.comhttps://www.quora.com/unanswered/What-happens-in-the-Kannada-course-at-PES-University
PES-University-1,"Would it better to stay in a college hostel or in the same 1st year hostel (The Amaatra Academy), from the second year of engineering at PES University (Electronic City)?",3,0,3/0,No,Followed,2019-08-16,https://www.quora.comhttps://www.quora.com/unanswered/Would-it-better-to-stay-in-a-college-hostel-or-in-the-same-1st-year-hostel-The-Amaatra-Academy-from-the-second-year-of-engineering-at-PES-University-Electronic-City
PES-University-1,Does PES South Campus have a cricket team?,3,1,3/1,No,Followed,2019-08-08,https://www.quora.comhttps://www.quora.com/Does-PES-South-Campus-have-a-cricket-team
PES-University-1,Does PES offer summer internships for 2nd year students?,5,2,5/2,No,Followed,2020-03-01,https://www.quora.comhttps://www.quora.com/Does-PES-offer-summer-internships-for-2nd-year-students
PES-University-1,What is the number of core companies visiting PES University for the EEE branch?,1,0,1/0,No,Followed,2019-08-07,https://www.quora.comhttps://www.quora.com/unanswered/What-is-the-number-of-core-companies-visiting-PES-University-for-the-EEE-branch
PES-University-1,Is there any big problem if I take a leave for just 2 days after classes start at PES University?,3,1,3/1,No,Followed,2019-08-07,https://www.quora.comhttps://www.quora.com/Is-there-any-big-problem-if-I-take-a-leave-for-just-2-days-after-classes-start-at-PES-University
PES-University-1,Should I go to PGs after one year of hostels because a network is not available at PES University?,2,2,2/2,No,Followed,2019-08-06,https://www.quora.comhttps://www.quora.com/Should-I-go-to-PGs-after-one-year-of-hostels-because-a-network-is-not-available-at-PES-University
PES-University-1,What is the 3rd semester ECE syllabus at PES University?,1,1,1/1,No,Followed,2019-08-06,https://www.quora.comhttps://www.quora.com/What-is-the-3rd-semester-ECE-syllabus-at-PES-University
PES-University-1,"Have you been placed yet? If yes, which company? And how are the placements for a civil engineering guy at PESU? It would be really helpful if you could give me a detailed answer.",0,0,0/0,No,Requested,2019-08-06,https://www.quora.comhttps://www.quora.com/unanswered/Have-you-been-placed-yet-If-yes-which-company-And-how-are-the-placements-for-a-civil-engineering-guy-at-PESU-It-would-be-really-helpful-if-you-could-give-me-a-detailed-answer
PES-University-1,Did I make a mistake by choosing Info science engineering at MSRIT while I could get EC in PES or BMS? MSRIT is also far for where I stay.,4,4,4/4,No,Followed,2020-01-02,https://www.quora.comhttps://www.quora.com/Did-I-make-a-mistake-by-choosing-Info-science-engineering-at-MSRIT-while-I-could-get-EC-in-PES-or-BMS-MSRIT-is-also-far-for-where-I-stay
PES-University-1,What is the fee structure of PES College through the DCET 2019?,2,1,2/1,No,Followed,2019-08-06,https://www.quora.comhttps://www.quora.com/What-is-the-fee-structure-of-PES-College-through-the-DCET-2019
PES-University-1,What is the default password in the PES PES WiFi RR campus?,4,1,4/1,Yes,Followed,2019-11-28,https://www.quora.comhttps://www.quora.com/What-is-the-default-password-in-the-PES-PES-WiFi-RR-campus
PES-University-1,Does PESU have a table tennis team?,2,0,2/0,No,Followed,2019-08-05,https://www.quora.comhttps://www.quora.com/unanswered/Does-PESU-have-a-table-tennis-team
PES-University-1,Does the PESU EC campus have as many extracurricular activities as the RR campus?,5,0,5/0,Yes,Followed,2020-05-11,https://www.quora.comhttps://www.quora.com/unanswered/Does-the-PESU-EC-campus-have-as-many-extracurricular-activities-as-the-RR-campus
